,Station,Year,Month,Monthly_mm
854,PKK003,1984,3,27.0
855,PKK003,1984,4,52.2
856,PKK003,1984,5,202.5
857,PKK003,1984,6,280.2
858,PKK003,1984,7,169.6
859,PKK003,1984,8,226.8
860,PKK003,1984,9,244.9
861,PKK003,1984,10,114.1
862,PKK003,1984,11,60.9
863,PKK003,1984,12,8.6
864,PKK003,1985,1,5.7
865,PKK003,1985,2,11.8
866,PKK003,1985,3,24.2
867,PKK003,1985,4,59.8
868,PKK003,1985,5,122.3
869,PKK003,1985,6,150.2
870,PKK003,1985,7,134.6
871,PKK003,1985,8,172.6
872,PKK003,1985,9,202.7
873,PKK003,1985,10,192.1
874,PKK003,1985,11,48.7
875,PKK003,1985,12,6.9
876,PKK003,1986,1,1.3
877,PKK003,1986,2,9.5
878,PKK003,1986,3,18.4
879,PKK003,1986,4,62.6
880,PKK003,1986,5,89.80000000000001
881,PKK003,1986,6,130.6
882,PKK003,1986,7,126.7
883,PKK003,1986,8,195.1
884,PKK003,1986,9,193.1
885,PKK003,1986,10,113.30000000000001
886,PKK003,1986,11,29.0
887,PKK003,1986,12,10.0
888,PKK003,1987,1,0.8
889,PKK003,1987,2,10.6
890,PKK003,1987,3,22.0
891,PKK003,1987,4,82.1
892,PKK003,1987,5,155.1
893,PKK003,1987,6,202.1
894,PKK003,1987,7,192.0
895,PKK003,1987,8,140.5
896,PKK003,1987,9,251.3
897,PKK003,1987,10,129.2
898,PKK003,1987,11,51.8
899,PKK003,1987,12,15.2
900,PKK003,1988,1,3.5
901,PKK003,1988,2,13.5
902,PKK003,1988,3,9.3
903,PKK003,1988,4,77.8
904,PKK003,1988,5,116.2
905,PKK003,1988,6,237.7
906,PKK003,1988,7,212.3
907,PKK003,1988,8,263.09999999999997
908,PKK003,1988,9,168.6
909,PKK003,1988,10,94.9
910,PKK003,1988,11,43.0
911,PKK003,1988,12,16.8
912,PKK003,1989,1,8.4
913,PKK003,1989,2,7.3
914,PKK003,1989,3,31.700000000000003
915,PKK003,1989,4,61.8
916,PKK003,1989,5,106.0
917,PKK003,1989,6,185.6
918,PKK003,1989,7,178.29999999999998
919,PKK003,1989,8,228.9
920,PKK003,1989,9,156.4
921,PKK003,1989,10,183.9
922,PKK003,1989,11,35.6
923,PKK003,1989,12,2.6
924,PKK003,1990,1,13.1
925,PKK003,1990,2,11.6
926,PKK003,1990,3,19.4
927,PKK003,1990,4,57.0
928,PKK003,1990,5,162.3
929,PKK003,1990,6,215.8
930,PKK003,1990,7,196.20000000000002
931,PKK003,1990,8,196.8
932,PKK003,1990,9,181.9
933,PKK003,1990,10,174.7
934,PKK003,1990,11,38.3
935,PKK003,1990,12,6.199999999999999
936,PKK003,1991,1,4.5
937,PKK003,1991,2,10.1
938,PKK003,1991,3,17.099999999999998
939,PKK003,1991,4,73.2
940,PKK003,1991,5,119.3
941,PKK003,1991,6,184.7
942,PKK003,1991,7,329.5
943,PKK003,1991,8,223.6
944,PKK003,1991,9,149.8
945,PKK003,1991,10,156.8
946,PKK003,1991,11,40.3
947,PKK003,1991,12,9.3
948,PKK003,1992,1,5.2
949,PKK003,1992,2,11.3
950,PKK003,1992,3,13.8
951,PKK003,1992,4,59.9
952,PKK003,1992,5,190.8
953,PKK003,1992,6,158.8
954,PKK003,1992,7,89.60000000000001
955,PKK003,1992,8,234.8
956,PKK003,1992,9,156.0
957,PKK003,1992,10,119.4
958,PKK003,1992,11,46.300000000000004
959,PKK003,1992,12,9.3
960,PKK003,1993,1,4.2
961,PKK003,1993,2,5.8
962,PKK003,1993,3,27.2
963,PKK003,1993,4,34.7
964,PKK003,1993,5,81.0
965,PKK003,1993,6,148.4
966,PKK003,1993,7,147.9
967,PKK003,1993,8,186.9
968,PKK003,1993,9,185.4
969,PKK003,1993,10,72.7
970,PKK003,1993,11,50.1
971,PKK003,1993,12,18.3
972,PKK003,1994,1,8.8
973,PKK003,1994,2,2.7
974,PKK003,1994,3,47.1
975,PKK003,1994,4,49.300000000000004
976,PKK003,1994,5,89.7
977,PKK003,1994,6,151.70000000000002
978,PKK003,1994,7,152.6
979,PKK003,1994,8,272.1
980,PKK003,1994,9,120.8
981,PKK003,1994,10,110.9
982,PKK003,1994,11,81.6
983,PKK003,1994,12,6.5
984,PKK003,1995,1,12.6
985,PKK003,1995,2,10.1
986,PKK003,1995,3,39.2
987,PKK003,1995,4,71.2
988,PKK003,1995,5,146.1
989,PKK003,1995,6,185.0
990,PKK003,1995,7,152.6
991,PKK003,1995,8,217.9
992,PKK003,1995,9,117.4
993,PKK003,1995,10,117.10000000000001
994,PKK003,1995,11,40.5
995,PKK003,1995,12,16.9
996,PKK003,1996,1,13.899999999999999
997,PKK003,1996,2,3.7
998,PKK003,1996,3,22.1
999,PKK003,1996,4,57.3
1000,PKK003,1996,5,150.8
1001,PKK003,1996,6,178.7
1002,PKK003,1996,7,189.7
1003,PKK003,1996,8,210.8
1004,PKK003,1996,9,88.4
1005,PKK003,1996,10,146.2
1006,PKK003,1996,11,44.0
1007,PKK003,1996,12,7.8999999999999995
1008,PKK003,1997,1,4.7
1009,PKK003,1997,2,4.2
1010,PKK003,1997,3,37.3
1011,PKK003,1997,4,61.3
1012,PKK003,1997,5,154.4
1013,PKK003,1997,6,235.4
1014,PKK003,1997,7,224.5
1015,PKK003,1997,8,219.8
1016,PKK003,1997,9,157.9
1017,PKK003,1997,10,182.9
1018,PKK003,1997,11,57.6
1019,PKK003,1997,12,15.799999999999999
1020,PKK003,1998,1,4.8
1021,PKK003,1998,2,1.6
1022,PKK003,1998,3,27.700000000000003
1023,PKK003,1998,4,54.8
1024,PKK003,1998,5,167.2
1025,PKK003,1998,6,194.6
1026,PKK003,1998,7,145.9
1027,PKK003,1998,8,122.8
1028,PKK003,1998,9,135.4
1029,PKK003,1998,10,124.2
1030,PKK003,1998,11,39.300000000000004
1031,PKK003,1998,12,12.0
1032,PKK003,1999,1,4.1000000000000005
1033,PKK003,1999,2,5.800000000000001
1034,PKK003,1999,3,32.5
1035,PKK003,1999,4,48.4
1036,PKK003,1999,5,174.8
1037,PKK003,1999,6,176.8
1038,PKK003,1999,7,165.7
1039,PKK003,1999,8,166.3
1040,PKK003,1999,9,245.29999999999998
1041,PKK003,1999,10,176.3
1042,PKK003,1999,11,28.8
1043,PKK003,1999,12,7.6
1044,PKK003,2000,1,7.3
1045,PKK003,2000,2,16.3
1046,PKK003,2000,3,25.7
1047,PKK003,2000,4,71.7
1048,PKK003,2000,5,143.3
1049,PKK003,2000,6,175.8
1050,PKK003,2000,7,224.9
1051,PKK003,2000,8,233.8
1052,PKK003,2000,9,148.5
1053,PKK003,2000,10,178.0
1054,PKK003,2000,11,39.1
1055,PKK003,2000,12,6.1
1056,PKK003,2001,1,4.0
1057,PKK003,2001,2,11.5
1058,PKK003,2001,3,22.4
1059,PKK003,2001,4,83.3
1060,PKK003,2001,5,117.8
1061,PKK003,2001,6,151.1
1062,PKK003,2001,7,165.5
1063,PKK003,2001,8,160.0
1064,PKK003,2001,9,182.8
1065,PKK003,2001,10,191.0
1066,PKK003,2001,11,21.5
1067,PKK003,2001,12,3.3
1068,PKK003,2002,1,10.5
1069,PKK003,2002,2,11.4
1070,PKK003,2002,3,28.0
1071,PKK003,2002,4,105.2
1072,PKK003,2002,5,132.9
1073,PKK003,2002,6,210.5
1074,PKK003,2002,7,162.8
1075,PKK003,2002,8,197.70000000000002
1076,PKK003,2002,9,147.9
1077,PKK003,2002,10,147.29999999999998
1078,PKK003,2002,11,50.5
1079,PKK003,2002,12,17.3
1080,PKK003,2003,1,1.9
1081,PKK003,2003,2,4.1
1082,PKK003,2003,3,25.2
1083,PKK003,2003,4,70.3
1084,PKK003,2003,5,154.9
1085,PKK003,2003,6,236.9
1086,PKK003,2003,7,128.1
1087,PKK003,2003,8,180.1
1088,PKK003,2003,9,178.3
1089,PKK003,2003,10,97.0
1090,PKK003,2003,11,23.3
1091,PKK003,2003,12,18.5
1092,PKK003,2004,1,7.1000000000000005
1093,PKK003,2004,2,6.300000000000001
1094,PKK003,2004,3,53.2
1095,PKK003,2004,4,111.2
1096,PKK003,2004,5,114.5
1097,PKK003,2004,6,175.5
1098,PKK003,2004,7,193.2
1099,PKK003,2004,8,243.7
1100,PKK003,2004,9,175.9
1101,PKK003,2004,10,111.7
1102,PKK003,2004,11,28.1
1103,PKK003,2004,12,15.8
1104,PKK003,2005,1,6.8
1105,PKK003,2005,2,8.1
1106,PKK003,2005,3,30.7
1107,PKK003,2005,4,58.699999999999996
1108,PKK003,2005,5,253.3
1109,PKK003,2005,6,176.4
1110,PKK003,2005,7,213.3
1111,PKK003,2005,8,242.2
1112,PKK003,2005,9,175.4
1113,PKK003,2005,10,143.3
1114,PKK003,2005,11,29.8
1115,PKK003,2005,12,11.2
1116,PKK003,2006,1,7.0
1117,PKK003,2006,2,8.7
1118,PKK003,2006,3,13.7
1119,PKK003,2006,4,41.4
1120,PKK003,2006,5,175.3
1121,PKK003,2006,6,134.5
1122,PKK003,2006,7,146.3
1123,PKK003,2006,8,208.2
1124,PKK003,2006,9,81.6
1125,PKK003,2006,10,146.4
1126,PKK003,2006,11,47.3
1127,PKK003,2006,12,9.5
1128,PKK003,2007,1,2.2
1129,PKK003,2007,2,8.3
1130,PKK003,2007,3,5.6
1131,PKK003,2007,4,57.9
1132,PKK003,2007,5,134.6
1133,PKK003,2007,6,185.8
1134,PKK003,2007,7,181.4
1135,PKK003,2007,8,142.6
1136,PKK003,2007,9,133.4
1137,PKK003,2007,10,113.4
1138,PKK003,2007,11,38.8
1139,PKK003,2007,12,3.8
1140,PKK003,2008,1,14.6
1141,PKK003,2008,2,2.5
1142,PKK003,2008,3,34.2
1143,PKK003,2008,4,51.6
1144,PKK003,2008,5,180.7
1145,PKK003,2008,6,185.0
1146,PKK003,2008,7,269.7
1147,PKK003,2008,8,155.9
1148,PKK003,2008,9,186.2
1149,PKK003,2008,10,128.3
1150,PKK003,2008,11,52.2
1151,PKK003,2008,12,15.1
1152,PKK003,2009,1,0.30000000000000004
1153,PKK003,2009,2,8.200000000000001
1154,PKK003,2009,3,51.9
1155,PKK003,2009,4,61.6
1156,PKK003,2009,5,152.1
1157,PKK003,2009,6,145.20000000000002
1158,PKK003,2009,7,137.5
1159,PKK003,2009,8,199.1
1160,PKK003,2009,9,86.0
1161,PKK003,2009,10,155.2
1162,PKK003,2009,11,17.5
1163,PKK003,2009,12,9.6
1164,PKK003,2010,1,4.5
1165,PKK003,2010,2,17.4
1166,PKK003,2010,3,9.1
1167,PKK003,2010,4,32.6
1168,PKK003,2010,5,123.10000000000001
1169,PKK003,2010,6,133.6
1170,PKK003,2010,7,147.4
1171,PKK003,2010,8,250.3
1172,PKK003,2010,9,171.8
1173,PKK003,2010,10,128.5
1174,PKK003,2010,11,58.4
1175,PKK003,2010,12,7.800000000000001
1176,PKK003,2011,1,9.1
1177,PKK003,2011,2,7.1
1178,PKK003,2011,3,18.9
1179,PKK003,2011,4,52.7
1180,PKK003,2011,5,128.3
1181,PKK003,2011,6,172.5
1182,PKK003,2011,7,201.5
1183,PKK003,2011,8,189.9
1184,PKK003,2011,9,145.79999999999998
1185,PKK003,2011,10,104.5
1186,PKK003,2011,11,37.0
1187,PKK003,2011,12,13.1
1188,PKK003,2012,1,14.0
1189,PKK003,2012,2,7.0
1190,PKK003,2012,3,15.2
1191,PKK003,2012,4,67.2
1192,PKK003,2012,5,133.8
1193,PKK003,2012,6,203.7
1194,PKK003,2012,7,133.2
1195,PKK003,2012,8,112.4
1196,PKK003,2012,9,153.5
1197,PKK003,2012,10,75.8
1198,PKK003,2012,11,30.900000000000002
1199,PKK003,2012,12,9.3
1200,PKK003,2013,1,5.6
1201,PKK003,2013,2,12.5
1202,PKK003,2013,3,24.9
1203,PKK003,2013,4,45.9
1204,PKK003,2013,5,134.8
1205,PKK003,2013,6,97.9
1206,PKK003,2013,7,258.7
1207,PKK003,2013,8,148.9
1208,PKK003,2013,9,159.3
1209,PKK003,2013,10,122.7
1210,PKK003,2013,11,27.6
1211,PKK003,2013,12,5.3
1212,PKK003,2014,1,2.5999999999999996
1213,PKK003,2014,2,5.7
1214,PKK003,2014,3,36.4
1215,PKK003,2014,4,24.2
1216,PKK003,2014,5,151.5
1217,PKK003,2014,6,253.5
1218,PKK003,2014,7,133.1
1219,PKK003,2014,8,186.4
1220,PKK003,2014,9,143.7
1221,PKK003,2014,10,116.7
1222,PKK003,2014,11,30.400000000000002
1223,PKK003,2014,12,5.2
1224,PKK004,1981,1,1.9
1225,PKK004,1981,2,13.0
1226,PKK004,1981,3,22.5
1227,PKK004,1981,4,54.1
1228,PKK004,1981,5,147.79999999999998
1229,PKK004,1981,6,107.4
1230,PKK004,1981,7,209.7
1231,PKK004,1981,8,222.6
1232,PKK004,1981,9,131.9
1233,PKK004,1981,10,193.9
1234,PKK004,1981,11,41.0
1235,PKK004,1981,12,8.1
1236,PKK004,1982,1,2.5
1237,PKK004,1982,2,1.9
1238,PKK004,1982,3,19.1
1239,PKK004,1982,4,68.0
1240,PKK004,1982,5,118.5
1241,PKK004,1982,6,100.3
1242,PKK004,1982,7,230.4
1243,PKK004,1982,8,127.1
1244,PKK004,1982,9,90.1
1245,PKK004,1982,10,112.3
1246,PKK004,1982,11,20.7
1247,PKK004,1982,12,8.7
1248,PKK004,1983,1,7.3
1249,PKK004,1983,2,6.4
1250,PKK004,1983,3,12.6
1251,PKK004,1983,4,40.8
1252,PKK004,1983,5,121.8
1253,PKK004,1983,6,155.7
1254,PKK004,1983,7,160.0
1255,PKK004,1983,8,135.2
1256,PKK004,1983,9,177.5
1257,PKK004,1983,10,94.5
1258,PKK004,1983,11,38.2
1259,PKK004,1983,12,15.0
1260,PKK004,1984,1,4.0
1261,PKK004,1984,2,9.9
1262,PKK004,1984,3,16.9
1263,PKK004,1984,4,55.1
1264,PKK004,1984,5,197.6
1265,PKK004,1984,6,147.6
1266,PKK004,1984,7,161.4
1267,PKK004,1984,8,158.2
1268,PKK004,1984,9,150.6
1269,PKK004,1984,10,87.8
1270,PKK004,1984,11,30.1
1271,PKK004,1984,12,2.1
1272,PKK004,1985,1,1.3
1273,PKK004,1985,2,3.6
1274,PKK004,1985,3,23.3
1275,PKK004,1985,4,82.3
1276,PKK004,1985,5,107.9
1277,PKK004,1985,6,195.6
1278,PKK004,1985,7,231.79999999999998
1279,PKK004,1985,8,151.7
1280,PKK004,1985,9,172.1
1281,PKK004,1985,10,127.1
1282,PKK004,1985,11,27.8
1283,PKK004,1985,12,5.8999999999999995
1284,PKK004,1986,1,4.300000000000001
1285,PKK004,1986,2,10.0
1286,PKK004,1986,3,14.0
1287,PKK004,1986,4,86.5
1288,PKK004,1986,5,158.0
1289,PKK004,1986,6,131.2
1290,PKK004,1986,7,174.79999999999998
1291,PKK004,1986,8,274.8
1292,PKK004,1986,9,189.3
1293,PKK004,1986,10,97.6
1294,PKK004,1986,11,55.3
1295,PKK004,1986,12,14.4
1296,PKK004,1987,1,1.7
1297,PKK004,1987,2,7.7
1298,PKK004,1987,3,12.3
1299,PKK004,1987,4,39.5
1300,PKK004,1987,5,102.5
1301,PKK004,1987,6,135.4
1302,PKK004,1987,7,150.9
1303,PKK004,1987,8,145.4
1304,PKK004,1987,9,67.7
1305,PKK004,1987,10,140.0
1306,PKK004,1987,11,28.0
1307,PKK004,1987,12,13.6
1308,PKK004,1988,1,7.0
1309,PKK004,1988,2,4.2
1310,PKK004,1988,3,38.9
1311,PKK004,1988,4,28.1
1312,PKK004,1988,5,99.7
1313,PKK004,1988,6,117.1
1314,PKK004,1988,7,108.10000000000001
1315,PKK004,1988,8,173.2
1316,PKK004,1988,9,143.5
1317,PKK004,1988,10,164.6
1318,PKK004,1988,11,17.2
1319,PKK004,1988,12,4.1
1320,PKK004,1989,1,4.1
1321,PKK004,1989,2,4.1000000000000005
1322,PKK004,1989,3,33.7
1323,PKK004,1989,4,55.4
1324,PKK004,1989,5,105.5
1325,PKK004,1989,6,177.1
1326,PKK004,1989,7,173.2
1327,PKK004,1989,8,126.4
1328,PKK004,1989,9,120.4
1329,PKK004,1989,10,121.4
1330,PKK004,1989,11,28.5
1331,PKK004,1989,12,4.0
1332,PKK004,1990,1,7.1
1333,PKK004,1990,2,9.1
1334,PKK004,1990,3,19.9
1335,PKK004,1990,4,70.4
1336,PKK004,1990,5,109.8
1337,PKK004,1990,6,110.9
1338,PKK004,1990,7,106.5
1339,PKK004,1990,8,125.60000000000001
1340,PKK004,1990,9,132.2
1341,PKK004,1990,10,104.2
1342,PKK004,1990,11,16.2
1343,PKK004,1990,12,10.3
1344,PKK004,1991,1,3.3
1345,PKK004,1991,2,13.1
1346,PKK004,1991,3,34.7
1347,PKK004,1991,4,42.2
1348,PKK004,1991,5,97.9
1349,PKK004,1991,6,132.2
1350,PKK004,1991,7,179.2
1351,PKK004,1991,8,109.3
1352,PKK004,1991,9,127.0
1353,PKK004,1991,10,113.8
1354,PKK004,1991,11,14.9
1355,PKK004,1991,12,9.6
1356,PKK004,1992,1,1.3
1357,PKK004,1992,2,5.4
1358,PKK004,1992,3,14.4
1359,PKK004,1992,4,52.5
1360,PKK004,1992,5,160.3
1361,PKK004,1992,6,116.1
1362,PKK004,1992,7,222.7
1363,PKK004,1992,8,243.20000000000002
1364,PKK004,1992,9,180.5
1365,PKK004,1992,10,83.7
1366,PKK004,1992,11,50.8
1367,PKK004,1992,12,5.6
1368,PKK004,1993,1,4.2
1369,PKK004,1993,2,4.8
1370,PKK004,1993,3,22.9
1371,PKK004,1993,4,42.199999999999996
1372,PKK004,1993,5,127.9
1373,PKK004,1993,6,145.1
1374,PKK004,1993,7,227.4
1375,PKK004,1993,8,243.3
1376,PKK004,1993,9,195.9
1377,PKK004,1993,10,187.29999999999998
1378,PKK004,1993,11,22.1
1379,PKK004,1993,12,8.1
1380,PKK004,1994,1,11.0
1381,PKK004,1994,2,3.6
1382,PKK004,1994,3,46.0
1383,PKK004,1994,4,54.800000000000004
1384,PKK004,1994,5,174.6
1385,PKK004,1994,6,149.5
1386,PKK004,1994,7,178.0
1387,PKK004,1994,8,205.7
1388,PKK004,1994,9,114.3
1389,PKK004,1994,10,115.8
1390,PKK004,1994,11,24.3
1391,PKK004,1994,12,13.8
1392,PKK004,1995,1,4.4
1393,PKK004,1995,2,2.5
1394,PKK004,1995,3,5.1
1395,PKK004,1995,4,54.6
1396,PKK004,1995,5,154.6
1397,PKK004,1995,6,91.7
1398,PKK004,1995,7,97.0
1399,PKK004,1995,8,190.9
1400,PKK004,1995,9,150.3
1401,PKK004,1995,10,90.7
1402,PKK004,1995,11,12.9
1403,PKK004,1995,12,6.3
1404,PKK004,1996,1,6.8999999999999995
1405,PKK004,1996,2,5.1
1406,PKK004,1996,3,21.0
1407,PKK004,1996,4,77.5
1408,PKK004,1996,5,116.6
1409,PKK004,1996,6,139.1
1410,PKK004,1996,7,176.7
1411,PKK004,1996,8,189.6
1412,PKK004,1996,9,132.8
1413,PKK004,1996,10,100.80000000000001
1414,PKK004,1996,11,10.2
1415,PKK004,1996,12,5.9
1416,PKK004,1997,1,4.4
1417,PKK004,1997,2,2.6
1418,PKK004,1997,3,27.9
1419,PKK004,1997,4,50.9
1420,PKK004,1997,5,168.8
1421,PKK004,1997,6,108.7
1422,PKK004,1997,7,157.8
1423,PKK004,1997,8,163.3
1424,PKK004,1997,9,187.2
1425,PKK004,1997,10,125.7
1426,PKK004,1997,11,32.3
1427,PKK004,1997,12,4.5
1428,PKK004,1998,1,10.9
1429,PKK004,1998,2,4.8
1430,PKK004,1998,3,15.0
1431,PKK004,1998,4,27.6
1432,PKK004,1998,5,110.1
1433,PKK004,1998,6,148.9
1434,PKK004,1998,7,188.8
1435,PKK004,1998,8,187.29999999999998
1436,PKK004,1998,9,112.5
1437,PKK004,1998,10,100.2
1438,PKK004,1998,11,34.5
1439,PKK004,1998,12,6.0
1440,PKK004,1999,1,6.800000000000001
1441,PKK004,1999,2,15.299999999999999
1442,PKK004,1999,3,19.1
1443,PKK004,1999,4,35.5
1444,PKK004,1999,5,115.4
1445,PKK004,1999,6,147.4
1446,PKK004,1999,7,173.4
1447,PKK004,1999,8,197.7
1448,PKK004,1999,9,157.0
1449,PKK004,1999,10,190.3
1450,PKK004,1999,11,31.0
1451,PKK004,1999,12,10.0
1452,PKK004,2000,1,3.1
1453,PKK004,2000,2,8.2
1454,PKK004,2000,3,6.0
1455,PKK004,2000,4,78.8
1456,PKK004,2000,5,124.9
1457,PKK004,2000,6,174.3
1458,PKK004,2000,7,113.4
1459,PKK004,2000,8,168.9
1460,PKK004,2000,9,115.3
1461,PKK004,2000,10,146.6
1462,PKK004,2000,11,16.6
1463,PKK004,2000,12,4.3
1464,PKK004,2001,1,2.9000000000000004
1465,PKK004,2001,2,3.9
1466,PKK004,2001,3,30.1
1467,PKK004,2001,4,54.5
1468,PKK004,2001,5,148.1
1469,PKK004,2001,6,191.79999999999998
1470,PKK004,2001,7,197.9
1471,PKK004,2001,8,152.0
1472,PKK004,2001,9,58.0
1473,PKK004,2001,10,117.10000000000001
1474,PKK004,2001,11,20.8
1475,PKK004,2001,12,8.0
1476,PKK004,2002,1,3.5
1477,PKK004,2002,2,13.8
1478,PKK004,2002,3,21.1
1479,PKK004,2002,4,55.3
1480,PKK004,2002,5,105.7
1481,PKK004,2002,6,104.9
1482,PKK004,2002,7,184.2
1483,PKK004,2002,8,234.9
1484,PKK004,2002,9,155.9
1485,PKK004,2002,10,112.7
1486,PKK004,2002,11,40.6
1487,PKK004,2002,12,7.2
1488,PKK004,2003,1,6.700000000000001
1489,PKK004,2003,2,14.2
1490,PKK004,2003,3,27.1
1491,PKK004,2003,4,54.9
1492,PKK004,2003,5,101.3
1493,PKK004,2003,6,153.6
1494,PKK004,2003,7,144.2
1495,PKK004,2003,8,185.4
1496,PKK004,2003,9,227.8
1497,PKK004,2003,10,128.8
1498,PKK004,2003,11,12.9
1499,PKK004,2003,12,7.0
1500,PKK004,2004,1,2.8
1501,PKK004,2004,2,4.800000000000001
1502,PKK004,2004,3,18.9
1503,PKK004,2004,4,63.6
1504,PKK004,2004,5,104.7
1505,PKK004,2004,6,118.80000000000001
1506,PKK004,2004,7,248.0
1507,PKK004,2004,8,85.9
1508,PKK004,2004,9,147.6
1509,PKK004,2004,10,145.7
1510,PKK004,2004,11,45.2
1511,PKK004,2004,12,4.1
1512,PKK004,2005,1,1.4
1513,PKK004,2005,2,7.8
1514,PKK004,2005,3,21.3
1515,PKK004,2005,4,39.3
1516,PKK004,2005,5,128.4
1517,PKK004,2005,6,93.3
1518,PKK004,2005,7,123.6
1519,PKK004,2005,8,155.7
1520,PKK004,2005,9,146.0
1521,PKK004,2005,10,90.7
1522,PKK004,2005,11,8.9
1523,PKK004,2005,12,2.5
1524,PKK004,2006,1,9.8
1525,PKK004,2006,2,1.3
1526,PKK004,2006,3,6.5
1527,PKK004,2006,4,70.8
1528,PKK004,2006,5,156.7
1529,PKK004,2006,6,165.0
1530,PKK004,2006,7,210.70000000000002
1531,PKK004,2006,8,206.3
1532,PKK004,2006,9,149.2
1533,PKK004,2006,10,93.6
1534,PKK004,2006,11,24.9
1535,PKK004,2006,12,6.1000000000000005
1536,PKK004,2007,1,6.6
1537,PKK004,2007,2,2.6
1538,PKK004,2007,3,13.1
1539,PKK004,2007,4,49.2
1540,PKK004,2007,5,120.1
1541,PKK004,2007,6,105.89999999999999
1542,PKK004,2007,7,140.9
1543,PKK004,2007,8,84.7
1544,PKK004,2007,9,100.7
1545,PKK004,2007,10,113.1
1546,PKK004,2007,11,49.0
1547,PKK004,2007,12,3.6
1548,PKK004,2008,1,7.1
1549,PKK004,2008,2,11.3
1550,PKK004,2008,3,15.700000000000001
1551,PKK004,2008,4,70.8
1552,PKK004,2008,5,99.6
1553,PKK004,2008,6,78.3
1554,PKK004,2008,7,188.8
1555,PKK004,2008,8,129.4
1556,PKK004,2008,9,88.89999999999999
1557,PKK004,2008,10,170.3
1558,PKK004,2008,11,53.5
1559,PKK004,2008,12,5.9
1560,PKK004,2009,1,6.6
1561,PKK004,2009,2,5.800000000000001
1562,PKK004,2009,3,11.5
1563,PKK004,2009,4,30.3
1564,PKK004,2009,5,130.6
1565,PKK004,2009,6,90.6
1566,PKK004,2009,7,193.7
1567,PKK004,2009,8,120.4
1568,PKK004,2009,9,127.9
1569,PKK004,2009,10,100.0
1570,PKK004,2009,11,53.1
1571,PKK004,2009,12,4.6000000000000005
1572,PKK004,2010,1,6.9
1573,PKK004,2010,2,5.5
1574,PKK004,2010,3,9.3
1575,PKK004,2010,4,72.3
1576,PKK004,2010,5,127.1
1577,PKK004,2010,6,165.1
1578,PKK004,2010,7,258.6
1579,PKK004,2010,8,156.6
1580,PKK004,2010,9,136.0
1581,PKK004,2010,10,140.4
1582,PKK004,2010,11,47.5
1583,PKK004,2010,12,10.200000000000001
1584,PKK004,2011,1,8.0
1585,PKK004,2011,2,5.8999999999999995
1586,PKK004,2011,3,19.3
1587,PKK004,2011,4,34.7
1588,PKK004,2011,5,170.8
1589,PKK004,2011,6,77.7
1590,PKK004,2011,7,195.9
1591,PKK004,2011,8,157.8
1592,PKK004,2011,9,154.7
1593,PKK004,2011,10,191.5
1594,PKK004,2011,11,41.7
1595,PKK004,2011,12,8.2
1596,PKK004,2012,1,8.4
1597,PKK004,2012,2,8.3
1598,PKK004,2012,3,16.099999999999998
1599,PKK004,2012,4,67.9
1600,PKK004,2012,5,117.1
1601,PKK004,2012,6,148.5
1602,PKK004,2012,7,137.9
1603,PKK004,2012,8,162.0
1604,PKK004,2012,9,127.7
1605,PKK004,2012,10,134.9
1606,PKK004,2012,11,33.0
1607,PKK004,2012,12,10.700000000000001
1608,PKK004,2013,1,4.9
1609,PKK004,2013,2,2.5
1610,PKK004,2013,3,28.0
1611,PKK004,2013,4,38.8
1612,PKK004,2013,5,124.0
1613,PKK004,2013,6,213.2
1614,PKK004,2013,7,143.3
1615,PKK004,2013,8,181.5
1616,PKK004,2013,9,188.3
1617,PKK004,2013,10,187.9
1618,PKK004,2013,11,18.6
1619,PKK004,2013,12,4.699999999999999
1620,PKK004,2014,1,4.2
1621,PKK004,2014,2,7.4
1622,PKK004,2014,3,9.6
1623,PKK004,2014,4,57.6
1624,PKK004,2014,5,137.1
1625,PKK004,2014,6,130.6
1626,PKK004,2014,7,141.6
1627,PKK004,2014,8,249.4
1628,PKK004,2014,9,113.3
1629,PKK004,2014,10,89.3
1630,PKK004,2014,11,33.0
1631,PKK004,2014,12,3.9000000000000004
1632,PKK005,1981,1,1.3
1633,PKK005,1981,2,9.5
1634,PKK005,1981,3,43.0
1635,PKK005,1981,4,48.8
1636,PKK005,1981,5,132.5
1637,PKK005,1981,6,194.0
1638,PKK005,1981,7,150.5
1639,PKK005,1981,8,220.2
1640,PKK005,1981,9,139.9
1641,PKK005,1981,10,150.2
1642,PKK005,1981,11,33.1
1643,PKK005,1981,12,7.7
1644,PKK005,1982,1,12.2
1645,PKK005,1982,2,15.2
1646,PKK005,1982,3,16.6
1647,PKK005,1982,4,100.8
1648,PKK005,1982,5,157.2
1649,PKK005,1982,6,218.9
1650,PKK005,1982,7,213.29999999999998
1651,PKK005,1982,8,173.5
1652,PKK005,1982,9,208.4
1653,PKK005,1982,10,187.7
1654,PKK005,1982,11,52.3
1655,PKK005,1982,12,8.8
1656,PKK005,1983,1,3.7
1657,PKK005,1983,2,5.2
1658,PKK005,1983,3,22.7
1659,PKK005,1983,4,101.3
1660,PKK005,1983,5,149.1
1661,PKK005,1983,6,157.0
1662,PKK005,1983,7,178.6
1663,PKK005,1983,8,293.6
1664,PKK005,1983,9,131.3
1665,PKK005,1983,10,190.2
1666,PKK005,1983,11,40.1
